,on_trip_count,money_spent,taxi_free_rate,average_decline_rate,waiting_customers,highest_decline_rate,no_response_call,lowest_decline_rate,total_call,averange_speed,no_response_rate,finished_count,average_waiting_time
376,369.0,8650107906.88,"(3034.0, 0.7585)",0.0,"(597, 0)",0.0,343.0,0.0,1895.0,7.9864800134,0.181002638522,586.0,3115.45945946
377,369.0,8650107978.23,"(3031.0, 0.75775)",0.0,"(600, 0)",0.0,344.0,0.0,1900.0,7.92631298182,0.181052631579,587.0,3116.31081081
378,367.0,8650108025.13,"(3031.0, 0.75775)",0.0,"(602, 0)",0.0,347.0,0.0,1905.0,8.16110816558,0.182152230971,589.0,3106.54891304
379,369.0,8650108123.06,"(3026.0, 0.7565)",0.0,"(605, 0)",0.0,347.0,0.0,1910.0,7.94003677088,0.18167539267,589.0,3120.48648649
380,370.0,8650108187.82,"(3025.0, 0.75625)",0.0,"(605, 0)",0.0,349.0,0.0,1915.0,7.50093106126,0.182245430809,591.0,3131.28032345
381,373.0,8650108257.68,"(3021.0, 0.75525)",0.0,"(606, 0)",0.0,350.0,0.0,1920.0,7.64447137234,0.182291666667,591.0,3152.00534759
382,373.0,8650108327.56,"(3020.0, 0.755)",0.0,"(607, 0)",0.0,353.0,0.0,1925.0,7.84329943186,0.183376623377,592.0,3156.57754011
383,375.0,8650108402.89,"(3017.0, 0.75425)",0.0,"(608, 0)",0.0,353.0,0.0,1930.0,8.0233137575,0.182901554404,594.0,3173.57712766
384,376.0,8650108468.92,"(3013.0, 0.75325)",0.0,"(611, 0)",0.0,354.0,0.0,1935.0,7.93216651583,0.182945736434,594.0,3180.43766578
385,376.0,8650108561.71,"(3010.0, 0.7525)",0.0,"(614, 0)",0.0,355.0,0.0,1940.0,8.03728041395,0.182989690722,595.0,3181.94960212
386,375.0,8650108664.12,"(3006.0, 0.7515)",0.0,"(619, 0)",0.0,355.0,0.0,1945.0,7.83199355157,0.182519280206,596.0,3175.89095745
387,376.0,8650108757.26,"(3002.0, 0.7505)",0.0,"(622, 0)",0.0,356.0,0.0,1950.0,7.89384454201,0.182564102564,596.0,3182.86472149
388,376.0,8650108863.02,"(2999.0, 0.74975)",0.0,"(625, 0)",0.0,356.0,0.0,1955.0,7.5219161168,0.182097186701,598.0,3185.57029178
389,378.0,8650108931.55,"(2998.0, 0.7495)",0.0,"(624, 0)",0.0,358.0,0.0,1960.0,7.76580072638,0.182653061224,600.0,3203.94459103
390,379.0,8650109025.16,"(2994.0, 0.7485)",0.0,"(627, 0)",0.0,358.0,0.0,1965.0,7.75122503726,0.182188295165,601.0,3212.68421053
391,380.0,8650109098.25,"(2990.0, 0.7475)",0.0,"(630, 0)",0.0,359.0,0.0,1970.0,7.61644698656,0.182233502538,601.0,3219.64566929
392,384.0,8650109144.94,"(2987.0, 0.74675)",0.0,"(629, 0)",0.0,361.0,0.0,1975.0,7.66105313215,0.182784810127,601.0,3247.28571429
393,385.0,8650109267.76,"(2984.0, 0.746)",0.0,"(631, 0)",0.0,362.0,0.0,1980.0,7.82079016065,0.182828282828,602.0,3255.69948187
394,384.0,8650109383.82,"(2980.0, 0.745)",0.0,"(636, 0)",0.0,362.0,0.0,1985.0,7.91831761623,0.182367758186,603.0,3250.48051948
395,384.0,8650109449.06,"(2976.0, 0.744)",0.0,"(640, 0)",0.0,363.0,0.0,1990.0,7.64830991461,0.182412060302,603.0,3250.48051948
396,386.0,8650109481.49,"(2974.0, 0.7435)",0.0,"(640, 0)",0.0,365.0,0.0,1995.0,7.77418843171,0.182957393484,604.0,3266.00775194
397,387.0,8650109525.91,"(2973.0, 0.74325)",0.0,"(640, 0)",0.0,368.0,0.0,2000.0,7.66503220522,0.184,605.0,3274.25257732
398,388.0,8650109565.66,"(2971.0, 0.74275)",0.0,"(641, 0)",0.0,371.0,0.0,2005.0,7.58758165486,0.185037406484,605.0,3281.18251928
399,391.0,8650109645.27,"(2968.0, 0.742)",0.0,"(641, 0)",0.0,372.0,0.0,2010.0,7.52312947801,0.185074626866,606.0,3305.16581633
400,390.0,8650109725.65,"(2966.0, 0.7415)",0.0,"(644, 0)",0.0,373.0,0.0,2015.0,7.63244880868,0.185111662531,608.0,3300.65217391
401,388.0,8650109847.98,"(2964.0, 0.741)",0.0,"(648, 0)",0.0,373.0,0.0,2020.0,7.41503625371,0.184653465347,611.0,3291.90231362
402,389.0,8650109958.97,"(2959.0, 0.73975)",0.0,"(652, 0)",0.0,373.0,0.0,2025.0,7.57057464236,0.184197530864,611.0,3298.92307692
403,390.0,8651419735.89,"(2955.0, 0.73875)",0.0,"(655, 0)",0.0,373.0,0.0,2030.0,7.3882472756,0.183743842365,612.0,3306.79028133
404,392.0,8651419815.01,"(2952.0, 0.738)",0.0,"(656, 0)",0.0,374.0,0.0,2035.0,7.686760319,0.183783783784,613.0,3321.71755725
405,390.0,8651419875.08,"(2952.0, 0.738)",0.0,"(658, 0)",0.0,375.0,0.0,2040.0,7.34179155444,0.183823529412,617.0,3312.50639386
406,392.0,8651419944.86,"(2947.0, 0.73675)",0.0,"(661, 0)",0.0,375.0,0.0,2045.0,7.47491966825,0.18337408313,617.0,3326.64122137
407,394.0,8651420040.86,"(2944.0, 0.736)",0.0,"(662, 0)",0.0,376.0,0.0,2050.0,7.34371823368,0.183414634146,618.0,3344.16455696
408,394.0,8651420121.76,"(2941.0, 0.73525)",0.0,"(665, 0)",0.0,377.0,0.0,2055.0,7.5643933472,0.183454987835,619.0,3346.82278481
409,394.0,8651420226.46,"(2937.0, 0.73425)",0.0,"(669, 0)",0.0,377.0,0.0,2060.0,7.51978657215,0.183009708738,620.0,3348.79746835
410,392.0,8651420315.26,"(2935.0, 0.73375)",0.0,"(673, 0)",0.0,378.0,0.0,2065.0,7.48195529177,0.183050847458,622.0,3339.16030534
411,395.0,8651420426.31,"(2932.0, 0.733)",0.0,"(673, 0)",0.0,380.0,0.0,2070.0,7.21638602896,0.183574879227,622.0,3360.56818182
412,397.0,8651420587.77,"(2929.0, 0.73225)",0.0,"(674, 0)",0.0,381.0,0.0,2075.0,7.1592958628,0.183614457831,623.0,3380.50251256
413,398.0,8651420629.74,"(2927.0, 0.73175)",0.0,"(675, 0)",0.0,383.0,0.0,2080.0,7.20625536253,0.184134615385,624.0,3390.15037594
414,400.0,8651420823.21,"(2922.0, 0.7305)",0.0,"(678, 0)",0.0,383.0,0.0,2085.0,7.32036990245,0.183693045564,624.0,3404.21446384
415,398.0,8651420918.14,"(2920.0, 0.73)",0.0,"(682, 0)",0.0,384.0,0.0,2090.0,7.31798630669,0.183732057416,626.0,3393.23308271
416,397.0,8651420997.74,"(2917.0, 0.72925)",0.0,"(686, 0)",0.0,384.0,0.0,2095.0,7.25575770415,0.183293556086,628.0,3389.43467337
417,399.0,12060981918.0,"(2913.0, 0.72825)",0.0,"(688, 0)",0.0,384.0,0.0,2100.0,7.25847774812,0.182857142857,629.0,3405.45
418,403.0,12060982008.3,"(2910.0, 0.7275)",0.0,"(687, 0)",0.0,384.0,0.0,2105.0,6.89331381038,0.18242280285,631.0,3436.93069307
419,403.0,12060982115.9,"(2907.0, 0.72675)",0.0,"(690, 0)",0.0,384.0,0.0,2110.0,7.07669438487,0.181990521327,633.0,3440.68069307
420,402.0,12060982201.1,"(2904.0, 0.726)",0.0,"(694, 0)",0.0,385.0,0.0,2115.0,7.07661107021,0.182033096927,634.0,3435.03722084
421,401.0,12060982326.6,"(2903.0, 0.72575)",0.0,"(696, 0)",0.0,386.0,0.0,2120.0,7.03156957043,0.182075471698,637.0,3433.24626866
422,400.0,12060982396.4,"(2901.0, 0.72525)",0.0,"(699, 0)",0.0,388.0,0.0,2125.0,7.16965988095,0.182588235294,638.0,3428.34164589
423,402.0,12060982521.0,"(2897.0, 0.72425)",0.0,"(701, 0)",0.0,389.0,0.0,2130.0,7.0641158774,0.182629107981,638.0,3442.81637717
424,402.0,12060982583.2,"(2896.0, 0.724)",0.0,"(702, 0)",0.0,391.0,0.0,2135.0,6.90021725349,0.183138173302,640.0,3445.27295285
425,405.0,12060982683.9,"(2891.0, 0.72275)",0.0,"(704, 0)",0.0,391.0,0.0,2140.0,6.79656321037,0.182710280374,640.0,3466.92118227
426,405.0,12061368988.3,"(2887.0, 0.72175)",0.0,"(708, 0)",0.0,391.0,0.0,2145.0,6.81561311549,0.182284382284,641.0,3469.6182266
427,405.0,12061369042.9,"(2886.0, 0.7215)",0.0,"(709, 0)",0.0,393.0,0.0,2150.0,6.89860343498,0.182790697674,643.0,3472.53694581
428,405.0,12061369127.9,"(2883.0, 0.72075)",0.0,"(712, 0)",0.0,395.0,0.0,2155.0,7.14261673181,0.183294663573,643.0,3472.53694581
429,408.0,12061369190.1,"(2880.0, 0.72)",0.0,"(712, 0)",0.0,396.0,0.0,2160.0,7.17285158352,0.183333333333,644.0,3495.62347188
430,411.0,12061369246.1,"(2876.0, 0.719)",0.0,"(713, 0)",0.0,397.0,0.0,2165.0,7.02573757146,0.18337182448,644.0,3517.13592233
431,412.0,12061369358.0,"(2872.0, 0.718)",0.0,"(716, 0)",0.0,397.0,0.0,2170.0,6.95715629289,0.182949308756,645.0,3524.92736077
432,412.0,12061369420.1,"(2871.0, 0.71775)",0.0,"(717, 0)",0.0,399.0,0.0,2175.0,6.8545056819,0.183448275862,647.0,3528.37772397
433,412.0,12061369486.2,"(2868.0, 0.717)",0.0,"(720, 0)",0.0,400.0,0.0,2180.0,6.9539665583,0.183486238532,648.0,3529.17675545
434,414.0,12061369581.1,"(2865.0, 0.71625)",0.0,"(721, 0)",0.0,401.0,0.0,2185.0,6.8641465254,0.18352402746,649.0,3545.38554217
435,412.0,12061369691.1,"(2862.0, 0.7155)",0.0,"(726, 0)",0.0,401.0,0.0,2190.0,7.14045930811,0.183105022831,651.0,3537.05811138
436,411.0,12061369750.9,"(2861.0, 0.71525)",0.0,"(728, 0)",0.0,404.0,0.0,2195.0,6.84625402514,0.184054669704,652.0,3532.75485437
437,411.0,12061369836.1,"(2858.0, 0.7145)",0.0,"(731, 0)",0.0,405.0,0.0,2200.0,6.91777074498,0.184090909091,653.0,3535.99514563
438,414.0,12061369897.8,"(2854.0, 0.7135)",0.0,"(732, 0)",0.0,406.0,0.0,2205.0,6.95081617986,0.184126984127,653.0,3557.92771084
439,414.0,1.06513774564e+11,"(2850.0, 0.7125)",0.0,"(736, 0)",0.0,406.0,0.0,2210.0,6.90452321973,0.18371040724,654.0,3559.73493976
440,415.0,1.06514157468e+11,"(2847.0, 0.71175)",0.0,"(738, 0)",0.0,406.0,0.0,2215.0,6.71156834092,0.183295711061,656.0,3570.82932692
441,419.0,1.06514157513e+11,"(2844.0, 0.711)",0.0,"(737, 0)",0.0,408.0,0.0,2220.0,6.67934565474,0.183783783784,656.0,3599.82142857
442,422.0,1.06514157582e+11,"(2841.0, 0.71025)",0.0,"(737, 0)",0.0,409.0,0.0,2225.0,6.56549078834,0.183820224719,657.0,3624.14893617
443,422.0,1.06514157689e+11,"(2838.0, 0.7095)",0.0,"(740, 0)",0.0,409.0,0.0,2230.0,6.73227835491,0.183408071749,659.0,3628.43971631
444,422.0,1.06971521784e+11,"(2835.0, 0.70875)",0.0,"(743, 0)",0.0,410.0,0.0,2235.0,6.63020664563,0.183445190157,660.0,3631.13475177
445,423.0,1.06971521858e+11,"(2831.0, 0.70775)",0.0,"(746, 0)",0.0,411.0,0.0,2240.0,6.62141383892,0.183482142857,660.0,3638.31367925
446,423.0,1.06971521915e+11,"(2831.0, 0.70775)",0.0,"(746, 0)",0.0,413.0,0.0,2245.0,6.44061382638,0.183964365256,663.0,3642.87735849
447,420.0,1.06971521968e+11,"(2830.0, 0.7075)",0.0,"(750, 0)",0.0,414.0,0.0,2250.0,6.61831694817,0.184,666.0,3627.79097387
448,422.0,1.06971522097e+11,"(2825.0, 0.70625)",0.0,"(753, 0)",0.0,414.0,0.0,2255.0,6.56024383361,0.183592017738,666.0,3642.41134752
449,425.0,1.06971522135e+11,"(2823.0, 0.70575)",0.0,"(752, 0)",0.0,417.0,0.0,2260.0,6.50563996264,0.184513274336,666.0,3664.19014085
450,424.0,1.06971522199e+11,"(2821.0, 0.70525)",0.0,"(755, 0)",0.0,418.0,0.0,2265.0,6.4512592072,0.184547461369,668.0,3661.34117647
451,423.0,1.06971522262e+11,"(2819.0, 0.70475)",0.0,"(758, 0)",0.0,419.0,0.0,2270.0,6.61578613152,0.184581497797,670.0,3657.77122642
452,424.0,1.06971522323e+11,"(2818.0, 0.7045)",0.0,"(758, 0)",0.0,421.0,0.0,2275.0,6.31411444992,0.185054945055,672.0,3669.07058824
453,424.0,1.06971522443e+11,"(2816.0, 0.704)",0.0,"(760, 0)",0.0,421.0,0.0,2280.0,6.34598109261,0.184649122807,675.0,3674.89411765
454,424.0,1.06971522549e+11,"(2812.0, 0.703)",0.0,"(764, 0)",0.0,421.0,0.0,2285.0,6.37740386545,0.184245076586,676.0,3675.91764706
455,423.0,1.0697152266e+11,"(2810.0, 0.7025)",0.0,"(767, 0)",0.0,422.0,0.0,2290.0,6.54157015878,0.184279475983,678.0,3672.16981132
456,424.0,1.06971672694e+11,"(2806.0, 0.7015)",0.0,"(770, 0)",0.0,423.0,0.0,2295.0,6.57958132303,0.18431372549,678.0,3679.62352941
457,423.0,1.0697167278e+11,"(2803.0, 0.70075)",0.0,"(774, 0)",0.0,424.0,0.0,2300.0,6.4933038597,0.184347826087,679.0,3672.80660377
458,422.0,1.06971672846e+11,"(2801.0, 0.70025)",0.0,"(777, 0)",0.0,425.0,0.0,2305.0,6.39942711227,0.184381778742,681.0,3669.64539007
459,423.0,1.06971672941e+11,"(2797.0, 0.69925)",0.0,"(780, 0)",0.0,426.0,0.0,2310.0,6.4819134279,0.184415584416,681.0,3677.22877358
460,422.0,1.06971672973e+11,"(2798.0, 0.6995)",0.0,"(780, 0)",0.0,429.0,0.0,2315.0,6.2737054476,0.185313174946,684.0,3673.5106383
461,425.0,1.06971673043e+11,"(2795.0, 0.69875)",0.0,"(780, 0)",0.0,430.0,0.0,2320.0,6.45353887565,0.185344827586,685.0,3698.62676056
462,424.0,1.06971673142e+11,"(2791.0, 0.69775)",0.0,"(785, 0)",0.0,430.0,0.0,2325.0,6.19959522663,0.184946236559,686.0,3693.77647059
463,424.0,1.06971673242e+11,"(2788.0, 0.697)",0.0,"(788, 0)",0.0,431.0,0.0,2330.0,6.30062538311,0.184978540773,687.0,3695.75294118
464,423.0,1.0697167329e+11,"(2787.0, 0.69675)",0.0,"(790, 0)",0.0,433.0,0.0,2335.0,6.47336669264,0.185438972163,689.0,3690.17688679
465,425.0,1.06971673345e+11,"(2782.0, 0.6955)",0.0,"(793, 0)",0.0,433.0,0.0,2340.0,6.18063713113,0.185042735043,689.0,3705.59859155
466,426.0,1.06971673438e+11,"(2778.0, 0.6945)",0.0,"(796, 0)",0.0,433.0,0.0,2345.0,6.26417499484,0.184648187633,690.0,3715.36299766
467,428.0,1.06971673509e+11,"(2776.0, 0.694)",0.0,"(796, 0)",0.0,434.0,0.0,2350.0,6.29324225956,0.184680851064,692.0,3732.9020979
468,429.0,1.06971673517e+11,"(2777.0, 0.69425)",0.0,"(794, 0)",0.0,438.0,0.0,2355.0,6.36902086163,0.185987261146,694.0,3742.81395349
469,429.0,1.06971673588e+11,"(2774.0, 0.6935)",0.0,"(797, 0)",0.0,438.0,0.0,2360.0,6.22520996098,0.185593220339,696.0,3746.05813953
470,432.0,1.06971673652e+11,"(2770.0, 0.6925)",0.0,"(798, 0)",0.0,439.0,0.0,2365.0,6.26695694928,0.185623678647,696.0,3768.94919169
471,431.0,1.06971673752e+11,"(2768.0, 0.692)",0.0,"(801, 0)",0.0,440.0,0.0,2370.0,6.32844427329,0.185654008439,698.0,3766.63194444
472,431.0,1.0697167383e+11,"(2765.0, 0.69125)",0.0,"(804, 0)",0.0,442.0,0.0,2375.0,6.27018023159,0.186105263158,698.0,3766.63194444
473,431.0,1.06971673883e+11,"(2764.0, 0.691)",0.0,"(805, 0)",0.0,445.0,0.0,2380.0,6.31670074692,0.186974789916,699.0,3767.74305556
474,430.0,1.06971673982e+11,"(2760.0, 0.69)",0.0,"(810, 0)",0.0,445.0,0.0,2385.0,6.3649330093,0.186582809224,700.0,3761.0324826
475,430.0,1.06971674047e+11,"(2756.0, 0.689)",0.0,"(814, 0)",0.0,445.0,0.0,2390.0,6.07177854559,0.186192468619,701.0,3762.18097448
476,427.0,1.06971674114e+11,"(2757.0, 0.68925)",0.0,"(816, 0)",0.0,447.0,0.0,2395.0,6.15903286205,0.186638830898,705.0,3742.39485981
477,427.0,1.0697167421e+11,"(2755.0, 0.68875)",0.0,"(818, 0)",0.0,448.0,0.0,2400.0,6.10159306335,0.186666666667,707.0,3745.23364486
478,425.0,1.06971771089e+11,"(2752.0, 0.688)",0.0,"(823, 0)",0.0,448.0,0.0,2405.0,6.18292565935,0.186278586279,709.0,3733.6971831
479,427.0,1.06971771168e+11,"(2748.0, 0.687)",0.0,"(825, 0)",0.0,449.0,0.0,2410.0,6.17061520867,0.186307053942,709.0,3749.82476636
480,428.0,1.06971771223e+11,"(2748.0, 0.687)",0.0,"(824, 0)",0.0,451.0,0.0,2415.0,6.20499191255,0.186749482402,712.0,3762.69230769
481,427.0,1.0697177129e+11,"(2746.0, 0.6865)",0.0,"(827, 0)",0.0,452.0,0.0,2420.0,5.94524554121,0.186776859504,714.0,3759.00700935
482,427.0,1.0697177143e+11,"(2741.0, 0.68525)",0.0,"(832, 0)",0.0,452.0,0.0,2425.0,6.0402502467,0.186391752577,714.0,3759.00700935
483,426.0,1.06971771516e+11,"(2737.0, 0.68425)",0.0,"(837, 0)",0.0,452.0,0.0,2430.0,5.83329124372,0.186008230453,715.0,3753.37236534
484,424.0,1.06971771664e+11,"(2734.0, 0.6835)",0.0,"(842, 0)",0.0,452.0,0.0,2435.0,6.07519081525,0.185626283368,717.0,3738.70588235
485,422.0,1.07337947766e+11,"(2732.0, 0.683)",0.0,"(846, 0)",0.0,453.0,0.0,2440.0,5.82832243705,0.185655737705,719.0,3726.20567376
486,421.0,1.07337947858e+11,"(2728.0, 0.682)",0.0,"(851, 0)",0.0,453.0,0.0,2445.0,6.02805949203,0.18527607362,720.0,3719.18246445
487,422.0,1.07337947922e+11,"(2723.0, 0.68075)",0.0,"(855, 0)",0.0,453.0,0.0,2450.0,5.84226376658,0.184897959184,720.0,3727.65957447
488,421.0,1.07337947986e+11,"(2722.0, 0.6805)",0.0,"(857, 0)",0.0,456.0,0.0,2455.0,5.85428642194,0.185743380855,721.0,3721.77725118
489,420.0,1.07350950405e+11,"(2718.0, 0.6795)",0.0,"(862, 0)",0.0,456.0,0.0,2460.0,5.83493895071,0.185365853659,722.0,3714.04988124
490,417.0,1.07350950507e+11,"(2717.0, 0.67925)",0.0,"(866, 0)",0.0,457.0,0.0,2465.0,5.71977476631,0.185395537525,725.0,3690.82535885
491,419.0,1.07350950617e+11,"(2714.0, 0.6785)",0.0,"(867, 0)",0.0,457.0,0.0,2470.0,5.70459841674,0.185020242915,727.0,3711.53571429
492,417.0,1.0735095068e+11,"(2712.0, 0.678)",0.0,"(871, 0)",0.0,458.0,0.0,2475.0,5.76832885495,0.185050505051,729.0,3698.8277512
493,417.0,1.07350950811e+11,"(2710.0, 0.6775)",0.0,"(873, 0)",0.0,459.0,0.0,2480.0,5.90764959459,0.185080645161,731.0,3702.52392344
494,416.0,1.07350950936e+11,"(2707.0, 0.67675)",0.0,"(877, 0)",0.0,459.0,0.0,2485.0,5.93175669621,0.184708249497,733.0,3696.79856115
495,417.0,1.07350950996e+11,"(2703.0, 0.67575)",0.0,"(880, 0)",0.0,460.0,0.0,2490.0,5.82250169631,0.184738955823,733.0,3705.71770335
496,417.0,1.07350951078e+11,"(2701.0, 0.67525)",0.0,"(882, 0)",0.0,461.0,0.0,2495.0,5.93630096513,0.184769539078,735.0,3711.85406699
497,418.0,1.07350951148e+11,"(2699.0, 0.67475)",0.0,"(883, 0)",0.0,463.0,0.0,2500.0,5.97439005959,0.1852,736.0,3721.86157518
498,419.0,1.0735095126e+11,"(2696.0, 0.674)",0.0,"(885, 0)",0.0,463.0,0.0,2505.0,5.78440675365,0.184830339321,738.0,3740.75
499,419.0,1.07350951322e+11,"(2693.0, 0.67325)",0.0,"(888, 0)",0.0,464.0,0.0,2510.0,5.88744525394,0.184860557769,739.0,3742.10714286
500,418.0,1.07350951402e+11,"(2689.0, 0.67225)",0.0,"(893, 0)",0.0,464.0,0.0,2515.0,5.53452044549,0.18449304175,740.0,3734.28400955
501,420.0,1.07350951473e+11,"(2685.0, 0.67125)",0.0,"(895, 0)",0.0,465.0,0.0,2520.0,5.59127331581,0.184523809524,740.0,3752.24465558
502,421.0,1.07774769714e+11,"(2682.0, 0.6705)",0.0,"(897, 0)",0.0,466.0,0.0,2525.0,5.57994890818,0.184554455446,741.0,3763.86255924
503,421.0,1.07774769803e+11,"(2679.0, 0.66975)",0.0,"(900, 0)",0.0,467.0,0.0,2530.0,5.80838104371,0.184584980237,742.0,3767.13270142
504,421.0,1.07774769879e+11,"(2675.0, 0.66875)",0.0,"(904, 0)",0.0,467.0,0.0,2535.0,5.7554493195,0.184220907298,743.0,3769.08767773
505,422.0,1.07774769949e+11,"(2671.0, 0.66775)",0.0,"(907, 0)",0.0,468.0,0.0,2540.0,5.54046621764,0.184251968504,743.0,3778.08510638
506,421.0,1.07774770081e+11,"(2667.0, 0.66675)",0.0,"(912, 0)",0.0,468.0,0.0,2545.0,5.4662623557,0.183889980354,744.0,3771.07819905
507,422.0,1.07774770164e+11,"(2664.0, 0.666)",0.0,"(914, 0)",0.0,469.0,0.0,2550.0,5.47834905153,0.183921568627,745.0,3781.41843972
508,424.0,1.07774770296e+11,"(2659.0, 0.66475)",0.0,"(917, 0)",0.0,469.0,0.0,2555.0,5.45393193516,0.183561643836,745.0,3799.48235294
509,427.0,1.07774770343e+11,"(2656.0, 0.664)",0.0,"(917, 0)",0.0,471.0,0.0,2560.0,5.52586817708,0.183984375,745.0,3826.36682243
510,429.0,1.07774770434e+11,"(2651.0, 0.66275)",0.0,"(920, 0)",0.0,471.0,0.0,2565.0,5.53112454779,0.183625730994,745.0,3844.15116279
511,428.0,1.07774770509e+11,"(2649.0, 0.66225)",0.0,"(923, 0)",0.0,472.0,0.0,2570.0,5.39502869416,0.183657587549,747.0,3839.75524476
512,431.0,1.07774770564e+11,"(2647.0, 0.66175)",0.0,"(922, 0)",0.0,474.0,0.0,2575.0,5.57984830116,0.184077669903,748.0,3869.51388889
513,429.0,1.07774770609e+11,"(2646.0, 0.6615)",0.0,"(925, 0)",0.0,476.0,0.0,2580.0,5.61717127631,0.184496124031,750.0,3855.41860465
514,427.0,1.07774770696e+11,"(2645.0, 0.66125)",0.0,"(928, 0)",0.0,476.0,0.0,2585.0,5.43688696865,0.18413926499,754.0,3849.32242991
515,427.0,1.07774770808e+11,"(2642.0, 0.6605)",0.0,"(931, 0)",0.0,477.0,0.0,2590.0,5.42202669143,0.18416988417,755.0,3850.68925234
516,429.0,1.33852349193e+13,"(2637.0, 0.65925)",0.0,"(934, 0)",0.0,477.0,0.0,2595.0,5.33314245086,0.183815028902,755.0,3868.77906977
517,429.0,1.33852349194e+13,"(2633.0, 0.65825)",0.0,"(938, 0)",0.0,478.0,0.0,2600.0,5.49103171468,0.183846153846,755.0,3868.77906977
518,429.0,1.33852349194e+13,"(2631.0, 0.65775)",0.0,"(940, 0)",0.0,480.0,0.0,2605.0,5.13989606865,0.184261036468,756.0,3869.47674419
519,429.0,1.33852349195e+13,"(2628.0, 0.657)",0.0,"(943, 0)",0.0,481.0,0.0,2610.0,5.21373409884,0.184291187739,757.0,3871.43023256
520,432.0,1.33852349196e+13,"(2623.0, 0.65575)",0.0,"(945, 0)",0.0,481.0,0.0,2615.0,5.169844473,0.183938814532,757.0,3898.64896074
521,432.0,9.10764685906e+14,"(2621.0, 0.65525)",0.0,"(947, 0)",0.0,482.0,0.0,2620.0,5.31743297531,0.183969465649,759.0,3901.90531178
522,434.0,9.10764685906e+14,"(2618.0, 0.6545)",0.0,"(948, 0)",0.0,484.0,0.0,2625.0,5.28615788152,0.184380952381,759.0,3919.96551724
523,434.0,9.10764685906e+14,"(2616.0, 0.654)",0.0,"(950, 0)",0.0,486.0,0.0,2630.0,5.42322958837,0.184790874525,760.0,3921.82758621
524,433.0,9.10764685907e+14,"(2612.0, 0.653)",0.0,"(955, 0)",0.0,486.0,0.0,2635.0,5.39644282553,0.184440227704,761.0,3914.61981567
525,433.0,9.10764685907e+14,"(2612.0, 0.653)",0.0,"(955, 0)",0.0,489.0,0.0,2640.0,5.25410808259,0.185227272727,763.0,3916.48617512
526,435.0,9.10764685907e+14,"(2608.0, 0.652)",0.0,"(957, 0)",0.0,490.0,0.0,2645.0,5.39727385029,0.185255198488,763.0,3934.71330275
527,435.0,9.10764685907e+14,"(2604.0, 0.651)",0.0,"(961, 0)",0.0,490.0,0.0,2650.0,5.35842615471,0.184905660377,764.0,3936.57110092
528,435.0,9.10764685907e+14,"(2601.0, 0.65025)",0.0,"(964, 0)",0.0,491.0,0.0,2655.0,5.44142275515,0.184934086629,765.0,3938.32568807
529,437.0,9.10764685907e+14,"(2598.0, 0.6495)",0.0,"(965, 0)",0.0,492.0,0.0,2660.0,5.2259664342,0.184962406015,766.0,3959.5890411
530,437.0,9.10764685907e+14,"(2593.0, 0.64825)",0.0,"(970, 0)",0.0,492.0,0.0,2665.0,5.33894184449,0.184615384615,766.0,3959.5890411
531,437.0,9.10764685907e+14,"(2590.0, 0.6475)",0.0,"(973, 0)",0.0,494.0,0.0,2670.0,5.26255540236,0.185018726592,766.0,3959.5890411
532,439.0,9.10764685907e+14,"(2587.0, 0.64675)",0.0,"(974, 0)",0.0,495.0,0.0,2675.0,5.35131859225,0.185046728972,767.0,3979.73863636
533,438.0,9.10764685907e+14,"(2584.0, 0.646)",0.0,"(978, 0)",0.0,496.0,0.0,2680.0,5.23193488767,0.185074626866,768.0,3974.04328018
534,439.0,9.10764685907e+14,"(2580.0, 0.645)",0.0,"(981, 0)",0.0,497.0,0.0,2685.0,5.29630275369,0.185102420857,768.0,3983.21590909
535,439.0,9.10764685907e+14,"(2577.0, 0.64425)",0.0,"(984, 0)",0.0,498.0,0.0,2690.0,5.25414958717,0.185130111524,769.0,3985.43181818
536,441.0,9.10764685908e+14,"(2573.0, 0.64325)",0.0,"(986, 0)",0.0,499.0,0.0,2695.0,5.33431872696,0.185157699443,769.0,4003.77828054
537,440.0,9.10764685908e+14,"(2569.0, 0.64225)",0.0,"(991, 0)",0.0,499.0,0.0,2700.0,5.2282428997,0.184814814815,770.0,3998.23129252
538,441.0,9.10764685908e+14,"(2566.0, 0.6415)",0.0,"(993, 0)",0.0,500.0,0.0,2705.0,5.29897791182,0.184842883549,771.0,4008.42760181
539,441.0,1.56499749412e+15,"(2564.0, 0.641)",0.0,"(995, 0)",0.0,502.0,0.0,2710.0,5.12814076234,0.185239852399,772.0,4009.51357466
540,439.0,1.56499749412e+15,"(2563.0, 0.64075)",0.0,"(998, 0)",0.0,504.0,0.0,2715.0,5.35804194585,0.185635359116,774.0,3992.69318182
541,439.0,1.56499749412e+15,"(2558.0, 0.6395)",0.0,"(1003, 0)",0.0,504.0,0.0,2720.0,5.5095864564,0.185294117647,774.0,3992.69318182
542,439.0,1.56499749412e+15,"(2557.0, 0.63925)",0.0,"(1004, 0)",0.0,505.0,0.0,2725.0,5.24283629878,0.185321100917,777.0,3997.5
543,439.0,1.56499749412e+15,"(2554.0, 0.6385)",0.0,"(1007, 0)",0.0,506.0,0.0,2730.0,5.39647071348,0.185347985348,778.0,3998.55681818
