,on_trip_count,money_spent,taxi_free_rate,average_decline_rate,waiting_customers,highest_decline_rate,no_response_call,lowest_decline_rate,total_call,averange_speed,no_response_rate,finished_count,average_waiting_time
936,491.0,43260.0,"(2186.0, 0.5465)",0.0,"(1323, 0)",0.0,503.0,0.0,3387.0,2.24285622781,0.148509005019,1070.0,4928.62804878
937,491.0,43260.0,"(2186.0, 0.5465)",0.0,"(1323, 0)",0.0,503.0,0.0,3387.0,2.28927750428,0.148509005019,1070.0,4928.62804878
938,491.0,43260.0,"(2186.0, 0.5465)",0.0,"(1323, 0)",0.0,503.0,0.0,3387.0,2.28575362038,0.148509005019,1070.0,4928.62804878
939,491.0,43260.0,"(2186.0, 0.5465)",0.0,"(1323, 0)",0.0,503.0,0.0,3387.0,2.22183483568,0.148509005019,1070.0,4928.62804878
940,491.0,43260.0,"(2186.0, 0.5465)",0.0,"(1323, 0)",0.0,503.0,0.0,3387.0,2.39312898145,0.148509005019,1070.0,4928.62804878
941,491.0,43260.0,"(2186.0, 0.5465)",0.0,"(1323, 0)",0.0,503.0,0.0,3387.0,2.32103635235,0.148509005019,1070.0,4928.62804878
942,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.41103651979,0.148509005019,1070.0,4947.29208925
943,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.20122064166,0.148509005019,1070.0,4947.29208925
944,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.18225088694,0.148509005019,1070.0,4947.29208925
945,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.28360701328,0.148509005019,1070.0,4947.29208925
946,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.32590509143,0.148509005019,1070.0,4947.29208925
947,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.2870884542,0.148509005019,1070.0,4947.29208925
948,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.31973547353,0.148509005019,1070.0,4947.29208925
949,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.33254719431,0.148509005019,1070.0,4947.29208925
950,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.27172521913,0.148509005019,1070.0,4947.29208925
951,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.32929852982,0.148509005019,1070.0,4947.29208925
952,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.36650305076,0.148509005019,1070.0,4947.29208925
953,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.31868853947,0.148509005019,1070.0,4947.29208925
954,492.0,43260.0,"(2186.0, 0.5465)",0.0,"(1322, 0)",0.0,503.0,0.0,3387.0,2.4042700262,0.148509005019,1070.0,4947.29208925
955,493.0,43260.0,"(2186.0, 0.5465)",0.0,"(1321, 0)",0.0,503.0,0.0,3387.0,2.1936034514,0.148509005019,1070.0,4966.27530364
956,494.0,43260.0,"(2186.0, 0.5465)",0.0,"(1320, 0)",0.0,503.0,0.0,3387.0,2.25646304914,0.148509005019,1070.0,4985.21212121
957,494.0,43260.0,"(2186.0, 0.5465)",0.0,"(1320, 0)",0.0,503.0,0.0,3387.0,2.27005906402,0.148509005019,1070.0,4985.21212121
958,495.0,43260.0,"(2186.0, 0.5465)",0.0,"(1319, 0)",0.0,503.0,0.0,3387.0,2.30217173898,0.148509005019,1070.0,5004.13306452
959,495.0,43260.0,"(2186.0, 0.5465)",0.0,"(1319, 0)",0.0,503.0,0.0,3387.0,2.17934891288,0.148509005019,1070.0,5004.13306452
